datetime,headline,url,teaser,feed_name,feed_url
"December 14, 2017 at 10:39PM",NYPD officers dress up as superheroes for hospital patients in Brooklyn,http://abc7ny.com/community-events/nypd-officers-dress-up-as-superheroes-for-hospital-patients/2783087/,"If laughter is the best medicine, these crime fighters certainly delivered. The Hulk, Thor, and fellow superheroes helped spread compassion and good cheer Thursday night as they visited four hospitals in Brooklyn, handing out gifts and hugs.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 14, 2017 at 10:51PM",NJ elementary school closed Friday following chemical leak,http://abc7ny.com/nj-elementary-school-closed-friday-following-chemical-leak-/2783099/,"An elementary school in New Jersey is closed on Friday, following a chemical leak reported on Wednesday that sickened several students and some employees.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 05:51AM","Several people, including child, rescued from East Harlem fire",http://abc7ny.com/several-people-including-child-rescued-from-nyc-fire/2783984/,At least seven people were injured in the blaze that broke out around 3:30 a.m. on the sixth floor of the high-rise building on East 112th Street and Third Avenue in East Harlem.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 06:10AM",Man fatally shot in head in East Harlem bodega,http://abc7ny.com/man-fatally-shot-in-head-in-east-harlem-bodega/2784020/,Investigators say a 49-year-old man was arguing with two men inside La Palama Bodega on Lexington Avenue when another man walked into the store and shot him once in the head.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 06:23AM",Elmwood Park elementary school closed Friday after chemical leak,http://abc7ny.com/school-closed-after-chemical-leak-sickens-staff-students/2783099/,"An elementary school in New Jersey is closed Friday after a chemical leak sickened several students and some employees, and administrators are working to resolve the situation by the start of the next school week.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 06:28AM",AOL Instant Messenger shuts down after 20 years,http://abc7ny.com/technology/aim-shuts-down-after-20-years/2500981/,"After 20 years, AOL Instant Messenger signed off for the last time.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 06:33AM",New Jersey school to remain closed due to mold concerns,http://abc7ny.com/education/new-jersey-school-to-remain-closed-due-to-mold-concerns/2784059/,"Holly Glen Elementary in Monroe Township, Gloucester County, closed in October after mold was discovered in parts of the school.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 06:42AM","Russell Simmons responds to rape claims, vows to defend himself",http://abc7ny.com/entertainment/russell-simmons-vows-to-defend-himself-after-rape-claims/2784093/,The allegations in the Times' Wednesday report stem from the 1980s and 1990s. Simmons denied the allegations Wednesday and again on Thursday.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 06:53AM",GOP tax bill on shaky ground after Marco Rubio's defection,http://abc7ny.com/politics/gop-tax-bill-on-shaky-ground-after-marco-rubios-defection/2784102/,The Florida senator declared Thursday that he'll vote against the $1.5 trillion bill unless House and Senate negotiators expand the tax credit that low-income Americans can claim for their children.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 07:05AM",Video shows man throwing molotov cocktail at New Jersey police station,http://abc7ny.com/video-shows-man-throwing-molotov-cocktail-at-police-station/2784132/,"New video shows a man throwing a molotov cocktail at a police station in South Jersey, and authorities are searching for the suspect.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 07:30AM",Police officer hurt in Wantagh crash that closed westbound Sunrise Highway,http://abc7ny.com/traffic/officer-hurt-in-crash-that-closed-westbound-sunrise-highway/2784210/,Authorities say the officer was assisting a disabled motorist when his cruiser was rear-ended in the westbound lanes.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 07:53AM",NYCHA: Crime down 7 percent at New York City public housing,http://abc7ny.com/nycha-crime-down-7-percent-at-new-york-city-public-housing/2784255/,New York City is reporting a drop in crime in public housing across all five boroughs. NYCHA says it saw a nearly 7 percent drop in crime over the last year.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 08:10AM",Senator Chuck Schumer: Christmas trees sent to troops being returned,http://abc7ny.com/politics/schumer-christmas-trees-sent-to-troops-being-returned/2784315/,New York's U.S. Sen. Chuck Schumer says a federal rule change that's stopping donated Christmas trees from being sent to American troops overseas is straight out of the Grinch's playbook.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 08:12AM","4 kids, 2 firefighters among 9 hurt in East Harlem fire",http://abc7ny.com/4-kids-2-firefighters-among-9-hurt-in-east-harlem-fire/2783984/,"Firefighters rescued several people from the blaze, which broke out around 3:30 a.m. on the sixth floor of the building on East 112th Street and Third Avenue in East Harlem.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 08:19AM",Senator Chuck Schumer blasts new rule stopping Christmas trees to troops,http://abc7ny.com/politics/schumer-blasts-new-rule-stopping-christmas-trees-to-troops/2784315/,New York's U.S. Sen. Chuck Schumer says a federal rule change that's stopping donated Christmas trees from being sent to American troops overseas is straight out of the Grinch's playbook.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 08:22AM",Dustin Hoffman accused of new incidents of sexual misconduct,http://abc7ny.com/entertainment/dustin-hoffman-accused-of-new-incidents-of-sexual-misconduct/2784349/,Playwright Cori Thomas described the 1980 incident in a story published Thursday by the trade outlet Variety. She confirmed the story in an email to The Associated Press.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 08:25AM",Life changed: This college acceptance is the best thing you'll see today,http://abc7ny.com/education/this-college-acceptance-is-best-thing-youll-see-today/2782441/,"Find out you've been admitted to your dream college is a life-changing moment, and these Louisiana students shared it with their friends in a series of heart-melting videos shared on Twitter.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 08:31AM",States ready lawsuits after FCC Net Neutrality vote,http://abc7ny.com/politics/states-ready-lawsuits-after-fcc-net-neutrality-vote/2784363/,New York's attorney general says he'll lead a multi-state lawsuit to stop the Federal Communications Commission's rollback of rules that guaranteed equal access to the internet.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 08:51AM",AccuWeather Alert: Snow for the evening commute,http://abc7ny.com/weather/accuweather-alert-snow-for-the-evening-commute/2784409/,It could be a slippery ride home as another round of light snow will develop Friday afternoon and continue through the evening commute.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 08:57AM",Here's why watching the 'potentially hazardous' asteroid on Saturday is safe,http://abc7ny.com/science/potentially-hazardous-asteroid-to-pass-earth-on-saturday/2784138/,"Just days after the Geminid meteor shower, the asteroid from which it comes, 3200 Phaethon, will pass within 6.5 million miles from Earth.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 09:12AM",Hudson River rail tunnel deal to hike fares in New Jersey,http://abc7ny.com/traffic/hudson-river-rail-tunnel-deal-to-hike-fares-in-new-jersey/2784479/,"New York and New Jersey announced Thursday how they will pay for their share of an estimated $13 billion project to build a new rail tunnel under the Hudson River and other improvements, with New Jersey's outgoing governor outlining a plan that calls for progressively steeper fare hikes for train riders in his state during the next 20 years.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 10:24AM",Backstage with Sandy Kenyon: Diversity in ballet,http://abc7ny.com/entertainment/backstage-with-sandy-kenyon-diversity-in-ballet/2784693/,"Sandy goes backstage with the dancers, parents and organizers of the American Ballet Theatre's ""Bridge Program""",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 10:25AM",4-year-old amputee gets new hand for the holidays,http://abc7ny.com/health/4-year-old-amputee-gets-new-hand-for-the-holidays/2781704/,"It is an exciting time for the Borton family. Four-year-old Hudson is a congenital amputee, and he is getting a new hand.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 10:28AM",Backstage with Sandy Kenyon,http://abc7ny.com/entertainment/backstage-with-sandy-kenyon-diversity-in-ballet/471869/,Eyewitness News entertainment reporter Sandy Kenyon takes you behind the scenes with the stars in the Emmy Award-winning Backstage with Sandy Kenyon!,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 11:03AM",Time ticking down to get Christmas presents mailed out,http://abc7ny.com/shopping/time-ticking-down-to-get-christmas-presents-mailed-out/2781969/,It's the most wonderful and busiest time of the year at the post office.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 11:03AM",Sandy Kenyon reviews critic-proof 'Star Wars: The Last Jedi',http://abc7ny.com/entertainment/sandy-kenyon-reviews-critic-proof-star-wars-the-last-jedi/2784744/,Behind all of the hype and hyperbole that accompanies the release of any Star Wars movie lies a film that recalls the best of what's come before and should resonate both with the passionate fans and those who are less enthusiastic.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 11:29AM",Police: Husband's story doesn't add up in wife's fatal fall from parking garage,http://abc7ny.com/police-husbands-story-doesnt-add-up-in-wifes-fatal-fall/2784817/,The husband told authorities that it was a tragic fall from the roof of a parking structure in Alhambra.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 11:36AM","GOP leaders move to appease Rubio, finalize big tax bill",http://abc7ny.com/politics/gop-leaders-move-to-appease-rubio-finalize-big-tax-bill/2784102/,"Congressional Republicans finalized their sweeping tax package Friday, expanding its child tax credit to placate a reluctant GOP senator as they pushed to muscle the bill through Congress next week and give President Donald Trump his first major legislative victory.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 11:47AM",READ: Stunning grand jury report on Penn State University fraternity culture,http://abc7ny.com/read-stunning-grand-jury-report-on-penn-state-frat-culture/2784877/,A long-awaited grand jury report on hazing and excessive alcohol consumption at Penn State University fraternities was released Friday morning.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 12:02PM",Email scam targeting Hotmail users,http://abc7ny.com/technology/email-scam-targeting-hotmail-users/2784928/,"Scammers are trying to steal personal and financial information. According to the IRS, the phishing email subject line reads: ""Internal Revenue Service Email No. XXXX | We're processing your request soon | TXXXXXX-XXXXXXXX.""",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 12:06PM",Time ticking down to get Christmas presents mailed out,http://abc7ny.com/shopping/time-ticking-down-to-get-christmas-presents-mailed-out/2784963/,"Customers came out to mail their Christmas gifts on December 14th, the first major deadline for the U.S. Postal Service.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 12:22PM","Grandmother, granddaughter graduate together from college",http://abc7ny.com/education/grandmother-granddaughter-graduate-together-from-college/2784997/,"Grandmother Belinda Berry, who is 62 years old, and granddaughter Karea Berry, who is 25 years old, waited nervously in the Raucous Jones Convocation Center at Chicago State University for their names to be called.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 12:24PM","Mom tries to bring frozen breast milk on board, says forced to pay $150",http://abc7ny.com/travel/mom-says-airline-charged-her-$150-over-breast-milk/2785030/,An Arizona mother is taking actions and getting results after she said she was humiliated by an American Airlines worker in Boston.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 12:32PM",New hire: Pit bull becomes police department's first K-9 officer,http://abc7ny.com/pets-animals/pit-bull-becomes-police-departments-first-k-9-officer/2785044/,A pit bull named Kano is now a K-9 officer.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 12:38PM",Here's what we searched Google for the most in 2017,http://abc7ny.com/technology/heres-what-we-searched-google-for-the-most-in-2017/2785072/,"Google has released its list of the most popular searches of 2017, and as you might expect, users were curious about everything.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 01:07PM","Mom earns $3,000 Disney voucher, uses it to buy hundreds of toys for kids in need",http://abc7ny.com/family/mom-donates-$3000-disney-voucher-to-kids-in-need/2784955/,"A Connecticut mom decided the best to use her $3,000 Disney gift voucher that she was awarded was to go on a shopping spree for kids in need.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 01:49PM","Sheep, Mary tussle over baby Jesus in children's pageant gone hilariously awry",http://abc7ny.com/society/sheep-mary-tussle-over-baby-jesus-in-pageant-gone-awry/2785161/,"The story of the nativity of Jesus has been passed down for centuries, but it got an unexpectedly hilarious twist involving - what else - a dancing sheep during a recent Christmas pageant.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 01:50PM",Crime Stoppers: Exclusive new video of Molotov cocktail attack in Brooklyn,http://abc7ny.com/exclusive-new-video-of-molotov-cocktail-attack/2785019/,"Two suspects wanted for vandalizing a Brighton Beach supermarket Nov. 29, have yet to be identified, according to detectives with the New York City Police Department.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 02:05PM",Holiday shopping 2017: What to get that person who 'doesn't need anything',http://abc7ny.com/shopping/what-to-get-that-person-who-doesnt-need-anything/2773340/,"We all have that person in our lives who, for whatever reason, won't write up a holiday wish list no matter how many times you ask.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 02:16PM",ABC fires celebrity chef Mario Batali of 'The Chew' amid allegations of sexual misconduct,http://abc7ny.com/abc-fires-celebrity-chef-mario-batali-of-the-chew/2785323/,"The allegations surfaced in an online report earlier this week, and Batali was immediately removed from the show while ABC investigated. But the network took swift action, issuing a statement about his termination on Friday.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 02:52PM","Neighborhood Eats goes sweet on Vanillamore in Montclair, NJ",http://abc7ny.com/food/neighborhood-eats-goes-sweet-on-vanillamore/2785394/,"The owner, Risa Boyer, loves to bake and eat sweets. After working as a pastry chef in NYC, the New Jersey native decided to open up in Montclair.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 03:05PM",Fun facts about the North Pole,http://abc7ny.com/weather/fun-facts-about-the-north-pole/1642530/,"It's known as Santa's home, but here are other things you may not know about the North Pole.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 03:24PM",Premiere date announced and 1st official photo of 'Roseanne' revival!,http://abc7ny.com/entertainment/premiere-date-announced-and-1st-official-photo-of-roseanne-revival/2782250/,"We're getting a first official look inside the Connor family's house! The ""Roseanne"" rival released a photo from the set and it will bring up so many memories.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 03:33PM",Police: 14-year-old Long Island girl raped by NYC man she met on Snapchat,http://abc7ny.com/police-14-year-old-girl-raped-by-man-she-met-on-snapchat/2785602/,"Nassau County police announced the arrest of 28-year-old Javier Morales, of the Cypress Hills section of Brooklyn, during a news conference Friday.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 04:30PM",FCC repeal of net-neutrality is challenged,http://abc7ny.com/politics/fcc-repeal-of-net-neutrality-is-challenged/2785821/,"The rollback of the policies regarding net-neutrality could affect you as an internet user in two ways. First, your speed on the internet and second, the cost.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 04:41PM",Crews working to keep roads clear during evening snowfall in NYC region,http://abc7ny.com/weather/crews-working-to-keep-roads-clear-during-evening-snowfall/2785884/,"Snow crews are on alert in New York, New Jersey and Connecticut -- ready to remove snow as fast as possible when the heaviest snow starts falling.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 05:21PM",Video: Soldier sister surprises Long Island 7th grader at school,http://abc7ny.com/society/video-soldier-sister-surprises-7th-grader-at-school/2786007/,"Grace Bonamico had not seen her sister, Colleen, since Colleen left for technical training school in August.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 05:22PM",Facebook will now let temporarily you erase your ex after a bad breakup,http://abc7ny.com/technology/facebook-will-now-let-you-erase-your-ex-after-a-breakup/2785584/,Need a break from your ex after a particularly bad breakup? Facebook has introduced a new feature that lets you temporarily create space on the social network.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 05:39PM",Photos: 2017 Comedy Wildlife Photography Awards winners,http://abc7ny.com/pets-animals/photos-2017-comedy-wildlife-photography-awards-winners/2785974/,"A smiling otter, laughing monkey and penguins going to church: here are the 2017 Comedy Wildlife Photography Awards winners.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 05:48PM",Busy beavers raising concern in Staten Island community,http://abc7ny.com/pets-animals/busy-beavers-raising-concern-in-staten-island-community/2785978/,"In some spots, it looks like vandalism. In others, more like a wood carving exhibit. But there's no doubt, the culprits here in Staten Island are beavers.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 06:15PM","FBI agent, police officer involved in shooting that killed man in Yonkers",http://abc7ny.com/fbi-agent-police-officer-involved-in-shooting-that-killed-man-in-yonkers/2786216/,"The incident occurred while the two were ""conducting law enforcement activity,"" the FBI said in a statement.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 06:19PM","FBI agent, police officer involved in shooting that killed man in Yonkers",http://abc7ny.com/fbi-agent-officer-involved-in-shooting-that-killed-man/2786216/,"The incident occurred while the two were ""conducting law enforcement activity,"" the FBI said in a statement.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 07:37PM",Snowfall hampers evening commute in NYC region,http://abc7ny.com/weather/snowfall-hampers-evening-commute-in-nyc-region/2785884/,"Snow crews were on alert in New York, New Jersey and Connecticut -- and removed snow as fast as possible when the heaviest snow started falling.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 07:58PM",What you need to know about ugly Christmas sweaters,http://abc7ny.com/society/this-nyc-store-has-more-than-300-ugly-christmas-sweater/1659880/,"In a sea of hideous holiday garments, how do you find the one that's right for you? Well, maybe you need to look for your great aunt for inspiration.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 08:16PM","Holiday light display in Old Bridge, NJ, causing some complaints",http://abc7ny.com/society/holiday-light-display-in-old-bridge-causing-some-complaints/2786565/,Old Bridge police confirm they have received complaints on the holiday display at 18 Central Avenue. The complaints have been about congestion and traffic in the area.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 08:21PM",A-listers reportedly planning awards season fashion blackout to protest sexual harassment,http://abc7ny.com/entertainment/a-listers-to-protest-sexual-harassment-at-awards-shows/2786057/,"According to a report from People, several high-profile actresses will wear black to this season's award shows in a show of solidarity against rampant sexual misconduct plaguing Hollywood.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 08:32PM","FBI agent, officer involved in shooting that killed alleged bank robbery suspect in Yonkers",http://abc7ny.com/sources-fbi-agent-officer-shoot-alleged-bank-robbery-suspect/2786216/,"The incident occurred while the two were ""conducting law enforcement activity,"" the FBI said in a statement.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 08:37PM",Judge temporarily blocks new Trump rules on birth control,http://abc7ny.com/politics/judge-temporarily-blocks-new-trump-rules-on-birth-control/2786662/,A federal judge in Philadelphia on Friday ordered the Trump administration not to enforce new rules that could significantly reduce women's access to free birth control.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 09:42PM",Video shows Philadelphia sanitation worker stealing package,http://abc7ny.com/video-shows-sanitation-worker-stealing-package/2786849/,"At least one Philadelphia sanitation worker is in trouble, accused of snatching packages from homes while on the job.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 09:47PM",Operation Snowball' in NJ busts cocaine ring,http://abc7ny.com/operation-snowball-in-nj-busts-cocaine-ring/2786857/,Authorities in New Jersey say they've busted a cocaine-distribution ring based in Freehold. Nine alleged drug dealers are now under arrest.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 10:15PM",Snowfall creates slick driving conditions in NYC region,http://abc7ny.com/weather/snowfall-creates-slick-driving-conditions-in-nyc-region/2785884/,"Snow crews were on alert in New York, New Jersey and Connecticut -- and removed snow as fast as possible when the heaviest snow started falling.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 10:45PM",Operation Snowball' in NJ busts cocaine ring,http://abc7ny.com/mugshots-9-arrested-in-nj-cocaine-bust-/2786857/,Authorities in New Jersey say they've busted a cocaine-distribution ring based in Freehold. Nine alleged drug dealers are now under arrest.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 15, 2017 at 10:49PM",Man shot while walking on Upper West Side,http://abc7ny.com/man-shot-while-walking-on-upper-west-side/2786985/,A man was shot while walking on Manhattan's Upper West Side on Friday night.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 07:37AM","Icy roads in some spots, but higher temps will bring melting",http://abc7ny.com/weather/icy-roads-in-some-spots-but-higher-temps-will-bring-melting/2785884/,Drivers can expect icy roads in some spots Saturday morning but some melting is expected as temperatures rise later in the day.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 07:53AM",New hit-and-run alert system takes effect in New York City,http://abc7ny.com/traffic/new-hit-and-run-alert-system-takes-effect-in-new-york-city/2788055/,"Under the new law, alerts would go out to the public within 24 hours of a hit-and-run accident involving a fatality or serious injury.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 07:57AM","FBI agent, officer involved in shooting that killed alleged bank robbery suspect in Yonkers",http://abc7ny.com/fbi-agent-officer-fatally-shoot-bank-robbery-suspect/2786216/,A residential neighborhood in Yonkers Friday night was the scene of gunfire and mayhem. The chaos sent some running for safety.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 08:23AM",Accident involving home heating oil truck sparks large fire on Long Island,http://abc7ny.com/huge-fire-erupts-after-accident-involving-home-heating-oil-truck/2788095/,Suffolk County Police received the initial call at 6:13 a.m. after the crash involving two cars and the truck in Lake Grove.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 08:42AM",Charging hoverboard blamed for fire that badly damaged home in New Jersey,http://abc7ny.com/charging-hoverboard-blamed-for-fire-in-nj-home/2788136/,Flames broke out just after 7 Friday night in the basement of the 3-story house in Dumont.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 08:43AM",New hit-and-run alert system takes effect in New York City,http://abc7ny.com/traffic/new-hit-and-run-alert-system-takes-effect-in-nyc/2788055/,"Under the new law, alerts would go out to the public within 24 hours of a hit-and-run accident involving a fatality or serious injury.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 08:49AM",GOP appears to have votes to pass massive tax bill,http://abc7ny.com/politics/gop-appears-to-have-votes-to-pass-massive-tax-bill/2788177/,Republicans working to execute their first major legislative achievement of Donald Trump's presidency appear to have secured the votes to pass a massive tax overhaul.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 09:33AM",Man charged with shooting BB gun at drivers on Northern State Parkway,http://abc7ny.com/man-charged-with-shooting-bb-gun-at-drivers-/2788259/,20-year-old Hakiem Francis of New Cassel is facing criminal possession of a weapon charges.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 10:05AM",Man plays piano in flooded Houston living room,http://abc7ny.com/man-plays-piano-in-flooded-living-room/2363325/,Aric Harding shared a moment of heartbreak and hope as he played the piano in his family's flooded living room following Hurricane Harvey.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 10:15AM",Assistant Scoutmaster accused of exchanging sexually explicit text messages with young boy,http://abc7ny.com/assistant-scoutmaster-accused-of-sexting-with-boy/2788344/,"25-year-old Joseph Palermo of Hazlet, New Jersey is charged with endangering the welfare of a child.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 10:27AM",The Rockettes go high tech in this year's Christmas Spectacular,http://abc7ny.com/entertainment/the-rockettes-go-high-tech/2757120/,"Despite matching costumes and perfect lipstick and measured height, all Rockettes are individually quite unique, just like a snowflake which they celebrate in the Christmas Spectacular number ""Snow.""  Now the entire performance has turned into a blizzard of technology.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 10:59AM",Ex-wife of former NBA player Lorenzen Wright charged with murder in 2010 death,http://abc7ny.com/ex-wife-of-former-nba-player-charged-with-murder-in-his-2010-death/2788461/,Authorities say the ex-wife of former NBA player Lorenzen Wright has been charged with first-degree murder in his death more than seven years ago.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 11:01AM",Ex-wife of former NBA player Lorenzen Wright charged with murder in 2010 death,http://abc7ny.com/ex-wife-of-former-nba-player-charged-with-murder-in-his-death/2788461/,Authorities say the ex-wife of former NBA player Lorenzen Wright has been charged with first-degree murder in his 2010 death.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 11:44AM","New York Rangers awaiting return of Mika Zibanejad, but timetable still unclear",http://abc7ny.com/sports/ny-rangers-power-play-takes-a-hit-without-top-center/2788513/,"The absence of Mika Zibanejad has been felt in the Blueshirts lineup. Since suffering a concussion on November 24th, the Rangers powerplay has taken a steep hit.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 12:04PM",Man shot while walking on Upper West Side,http://abc7ny.com/man-shot-in-ear-while-walking-near-central-park/2786985/,A man walking near Central Park made a run for it after hearing gunshots and then realized he was the one who had been shot.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 12:08PM",Ex-wife of former NBA player Lorenzen Wright charged with murder in 2010 death,http://abc7ny.com/ex-wife-charged-with-murder-in-death-of-former-nba-player/2788461/,Authorities say the ex-wife of former NBA player Lorenzen Wright has been charged with first-degree murder in his 2010 death.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 12:47PM","Man found fatally shot inside Mercedes on street in Hollis, Queens",http://abc7ny.com/man-fatally-shot-sitting-in-car-near-his-queens-home/2788675/,"According to the NYPD, two men walked up to a parked Mercedes Benz at 104-21 207th Street in Hollis at about 4:30 a.m. and fired into the car.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 12:58PM",Man found fatally shot inside car near his home in Queens,http://abc7ny.com/man-fatally-shot-inside-car-near-his-queens-home/2788675/,"According to the NYPD, two men walked up to a parked Mercedes Benz at 104-21 207th Street in Hollis at about 4:30 a.m. and fired into the car.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 02:29PM","""Transgender"" among list of words reportedly banned at the CDC",http://abc7ny.com/politics/transgender-among-list-of-words-reportedly-banned-at-the-cdc/2788846/,The Trump Administration has reportedly forbidden the nation's top public health agency from using certain words.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 02:36PM",Man found fatally shot inside car in front of his house in Queens,http://abc7ny.com/man-fatally-shot-inside-car-in-front-of-his-queens-home/2788675/,"According to the NYPD, two men walked up to a parked Mercedes Benz at 104-21 207th Street in Hollis at about 4:30 a.m. and fired into the car.",abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 02:58PM","Keep the change, ya filthy animal': Things you didn't know about ""Home Alone""",http://abc7ny.com/entertainment/home-alone-facts-you-filthy-animals-probably-didnt-know/2788956/,Moviegoers were spellbound more than 27 years ago by an 8-year-old accidentally left home alone during Christmas vacation.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 03:39PM",8 injured in fire at high-rise building in Brooklyn,http://abc7ny.com/8-injured-in-fire-at-high-rise-building-in-brooklyn/2789025/,The fire broke out shortly after 2 p.m. at the Marlboro Houses in the Gravesend section.,abc7ny.com RSS Feed,http://abc7ny.com/feed
"December 16, 2017 at 06:52PM",Gov.-elect Phil Murphy poses next to Chris Christie beach cutout,http://abc7ny.com/politics/phil-murphy-poses-next-to-chris-christie-beach-cutout/2789420/,New Jersey Gov.-elect Phil Murphy is getting some pushback for posing for photos next to a cardboard cutout of Gov. Chris Christie lounging on a beach last summer.,abc7ny.com RSS Feed,http://abc7ny.com/feed
